file,has_hidden_void,void_num,center_mass,bounds
5834358_1_1_void.stl,YES,2,"[-9.874, 26.816, 5.439]","[[-9.876, 26.814, 5.439], [-9.872, 26.817, 5.439]]"
5834358_1_1_void.stl,YES,3,"[22.17, 26.36, 1.487]","[[22.145, 26.337, 1.485], [22.194, 26.383, 1.49]]"
5834358_1_1_void.stl,YES,4,"[9.942, 0.028, 1.268]","[[9.824, -0.197, 1.258], [10.06, 0.253, 1.278]]"
5780726_1_4_void.stl,NO,,,
5840784_4_1_void.stl,YES,1,"[71.699, 15.223, 72.358]","[[52.37, 12.83, 57.925], [91.027, 17.615, 86.791]]"
5840784_4_1_void.stl,YES,2,"[126.951, 5.499, 14.541]","[[126.951, 5.499, 14.541], [126.952, 5.499, 14.541]]"
5840784_4_0_void.stl,YES,1,"[35.83, 23.279, 86.243]","[[35.518, 23.208, 86.104], [36.143, 23.349, 86.381]]"
5840784_4_0_void.stl,YES,2,"[103.52, 13.359, 10.759]","[[80.942, 11.489, 1.06], [126.099, 15.229, 20.459]]"
5840784_4_0_void.stl,YES,3,"[67.258, 4.923, 95.146]","[[59.397, 2.925, 91.203], [75.119, 6.92, 99.089]]"
5840784_4_0_void.stl,YES,4,"[36.357, 0.073, 40.644]","[[36.343, 0.071, 40.639], [36.37, 0.075, 40.649]]"
5840784_4_0_void.stl,YES,5,"[136.076, 12.389, 69.428]","[[134.323, 12.195, 68.793], [137.829, 12.583, 70.062]]"
5844796_1_2_void.stl,NO,,,
5806465_2_2_void.stl,NO,,,
5800327_3_3_void.stl,YES,1,"[2.038, -3.106, 15.261]","[[2.037, -3.107, 15.261], [2.038, -3.106, 15.262]]"
5800327_3_2_void.stl,YES,1,"[-3.538, -0.344, 14.24]","[[-3.738, -0.786, 13.587], [-3.339, 0.098, 14.894]]"
5806465_2_3_void.stl,NO,,,
5709416_4_1_void.stl,YES,1,"[12.536, 3.756, 34.223]","[[12.525, 3.749, 34.209], [12.546, 3.763, 34.238]]"
5709416_4_0_void.stl,YES,1,"[30.271, 5.42, 20.909]","[[30.271, 5.42, 20.909], [30.272, 5.421, 20.91]]"
5709416_4_0_void.stl,YES,2,"[11.634, 18.632, 10.953]","[[11.631, 18.631, 10.95], [11.638, 18.633, 10.957]]"
5856715_2_2_void.stl,NO,,,
5840852_2_3_void.stl,YES,1,"[0.129, 14.719, 3.781]","[[0.1, 14.698, 3.774], [0.158, 14.74, 3.788]]"
5840852_2_3_void.stl,YES,2,"[-0.801, 21.358, 11.858]","[[-0.893, 21.305, 11.802], [-0.709, 21.412, 11.914]]"
5840852_2_3_void.stl,YES,3,"[0.474, 26.626, 7.974]","[[0.473, 26.625, 7.973], [0.475, 26.628, 7.975]]"
5856715_2_3_void.stl,NO,,,
5840852_2_2_void.stl,NO,,,
5771278_1_2_void.stl,YES,1,"[9.711, 13.97, 1.602]","[[9.262, 13.517, 1.539], [10.16, 14.422, 1.666]]"
5771278_1_2_void.stl,YES,2,"[0.997, 11.608, 0.102]","[[0.817, 11.53, 0.09], [1.177, 11.686, 0.114]]"
5771278_1_3_void.stl,YES,1,"[18.002, 14.475, 3.566]","[[18.0, 14.474, 3.565], [18.004, 14.476, 3.566]]"
5771278_1_3_void.stl,YES,2,"[27.86, 6.758, 0.855]","[[27.83, 6.728, 0.852], [27.89, 6.789, 0.859]]"
5846172_2_0_void.stl,NO,,,
5906677_1_0_void.stl,YES,1,"[1.875, 49.042, 9.087]","[[1.875, 49.042, 9.087], [1.875, 49.043, 9.087]]"
5906677_1_0_void.stl,YES,2,"[47.879, 8.108, 2.76]","[[47.633, 7.914, 2.614], [48.125, 8.302, 2.905]]"
5832367_2_0_void.stl,NO,,,
5836241_1_2_void.stl,YES,1,"[10.108, 16.026, 6.525]","[[9.963, 15.851, 6.438], [10.253, 16.2, 6.612]]"
5836241_1_2_void.stl,YES,2,"[32.082, -10.392, 13.393]","[[32.076, -10.397, 13.392], [32.088, -10.388, 13.394]]"
5836241_1_2_void.stl,YES,3,"[0.187, 49.339, 15.598]","[[0.047, 49.146, 15.555], [0.327, 49.532, 15.64]]"
5832367_2_1_void.stl,YES,1,"[-1.894, 0.534, 0.546]","[[-1.9, 0.53, 0.546], [-1.889, 0.538, 0.546]]"
5832367_2_1_void.stl,YES,2,"[-1.067, 1.556, 0.37]","[[-1.134, 1.478, 0.362], [-1.001, 1.634, 0.378]]"
5795794_1_1_void.stl,YES,1,"[1.25, 102.446, 3.591]","[[1.059, 102.215, 3.576], [1.441, 102.678, 3.606]]"
5795794_1_1_void.stl,YES,2,"[30.217, 5.657, 3.186]","[[30.214, 5.654, 3.186], [30.219, 5.66, 3.187]]"
5803369_2_1_void.stl,NO,,,
5795794_1_0_void.stl,YES,1,"[54.085, 63.988, 0.864]","[[54.073, 63.967, 0.863], [54.097, 64.008, 0.865]]"
5803369_2_0_void.stl,NO,,,
5922844_1_4_void.stl,YES,1,"[12.016, 0.091, 22.007]","[[12.0, -0.071, 21.737], [12.064, 0.175, 22.104]]"
5922844_1_4_void.stl,YES,2,"[-12.016, 0.091, 22.007]","[[-12.064, -0.071, 21.737], [-12.0, 0.175, 22.104]]"
5797392_1_3_void.stl,NO,,,
5797392_1_2_void.stl,NO,,,
5852998_2_4_void.stl,NO,,,
5414790_1_0_void.stl,YES,1,"[-7.456, 14.491, 5.433]","[[-8.07, 14.146, 5.316], [-6.842, 14.836, 5.55]]"
5414790_1_0_void.stl,YES,2,"[-8.913, 7.287, 4.512]","[[-9.43, 7.014, 4.273], [-8.396, 7.56, 4.75]]"
5414790_1_0_void.stl,YES,3,"[3.415, 1.369, 1.972]","[[3.214, 1.101, 1.92], [3.615, 1.637, 2.023]]"
5414790_1_0_void.stl,YES,4,"[-3.571, -2.477, 0.726]","[[-3.571, -2.477, 0.726], [-3.571, -2.477, 0.726]]"
5414790_1_0_void.stl,YES,5,"[-3.138, -2.14, 4.789]","[[-3.176, -2.167, 4.778], [-3.1, -2.114, 4.8]]"
5840784_5_2_void.stl,NO,,,
5799425_3_0_void.stl,YES,1,"[-0.075, 0.299, 0.165]","[[-0.332, -1.185, 0.103], [0.182, 1.784, 0.228]]"
5799425_3_0_void.stl,YES,2,"[0.078, -1.338, 0.284]","[[0.076, -1.35, 0.283], [0.079, -1.327, 0.285]]"
5799425_3_1_void.stl,NO,,,
5829845_2_2_void.stl,NO,,,
5803369_4_4_void.stl,NO,,,
5885189_6_0_void.stl,YES,1,"[0.489, 45.205, 2.134]","[[0.488, 45.19, 2.133], [0.491, 45.221, 2.135]]"
5885189_6_0_void.stl,YES,2,"[-4.098, 22.382, 3.023]","[[-4.149, 22.009, 2.984], [-4.046, 22.755, 3.061]]"
5885189_6_0_void.stl,YES,3,"[-4.593, 16.985, 3.336]","[[-4.593, 16.984, 3.335], [-4.593, 16.986, 3.336]]"
5826710_2_3_void.stl,NO,,,
5826710_2_2_void.stl,NO,,,
5785050_4_1_void.stl,NO,,,
5785050_4_0_void.stl,YES,1,"[54.216, -15.359, 4.232]","[[54.215, -15.359, 4.232], [54.216, -15.359, 4.232]]"
5785050_4_0_void.stl,YES,2,"[25.102, 12.967, 16.131]","[[25.1, 12.966, 16.131], [25.103, 12.968, 16.131]]"
5785050_4_0_void.stl,YES,3,"[52.625, -4.684, 2.061]","[[52.477, -4.71, 2.039], [52.773, -4.658, 2.083]]"
5785050_4_0_void.stl,YES,4,"[24.986, 6.096, 15.948]","[[24.977, 6.092, 15.946], [24.995, 6.1, 15.949]]"
5821964_1_2_void.stl,YES,1,"[12.206, 7.031, 0.811]","[[12.206, 7.031, 0.811], [12.207, 7.032, 0.811]]"
5821964_1_2_void.stl,YES,2,"[34.446, 6.594, 5.141]","[[34.399, 6.564, 5.093], [34.493, 6.623, 5.189]]"
5821964_1_3_void.stl,NO,,,
5765487_3_1_void.stl,YES,1,"[10.374, 5.376, 10.079]","[[10.187, 5.058, 9.978], [10.562, 5.693, 10.18]]"
5862256_1_2_void.stl,NO,,,
5765487_3_0_void.stl,YES,1,"[-19.812, -9.518, 48.802]","[[-19.993, -9.74, 48.612], [-19.63, -9.296, 48.992]]"
5765487_3_0_void.stl,YES,2,"[-32.261, -1.992, 43.054]","[[-32.263, -1.993, 43.051], [-32.259, -1.99, 43.056]]"
5922756_1_2_void.stl,NO,,,
5922756_1_3_void.stl,NO,,,
5868332_1_1_void.stl,NO,,,
5868332_1_0_void.stl,NO,,,
5885189_1_0_void.stl,NO,,,
5885189_1_1_void.stl,NO,,,
5868576_2_1_void.stl,YES,1,"[11.168, 33.835, 7.038]","[[10.693, 33.076, 6.94], [11.644, 34.594, 7.136]]"
5847293_2_0_void.stl,YES,1,"[59.442, 6.878, 0.541]","[[59.054, 6.813, 0.532], [59.83, 6.943, 0.55]]"
5847293_2_1_void.stl,YES,1,"[21.079, 4.595, 1.247]","[[21.078, 4.595, 1.247], [21.079, 4.595, 1.247]]"
5868576_2_0_void.stl,YES,1,"[42.314, 6.696, 9.469]","[[42.306, 6.686, 9.466], [42.322, 6.707, 9.471]]"
5868576_2_0_void.stl,YES,2,"[30.674, 3.41, 9.211]","[[30.001, 2.92, 9.083], [31.348, 3.899, 9.339]]"
5868576_2_0_void.stl,YES,3,"[16.012, 18.513, 7.64]","[[16.012, 18.513, 7.64], [16.012, 18.514, 7.64]]"
5758968_1_3_void.stl,NO,,,
5765487_4_0_void.stl,YES,1,"[20.757, -12.584, 23.615]","[[20.626, -12.746, 23.491], [20.888, -12.422, 23.739]]"
5758968_1_2_void.stl,YES,1,"[-14.927, 13.78, 4.719]","[[-14.928, 13.78, 4.718], [-14.926, 13.781, 4.72]]"
5758968_1_2_void.stl,YES,2,"[11.223, -10.336, 2.516]","[[11.214, -10.339, 2.512], [11.233, -10.333, 2.519]]"
5765487_4_1_void.stl,YES,1,"[23.616, -16.74, 50.702]","[[23.473, -16.946, 50.41], [23.759, -16.533, 50.994]]"
5765487_4_1_void.stl,YES,2,"[17.394, -18.779, 6.53]","[[17.32, -18.862, 6.472], [17.468, -18.696, 6.587]]"
5765487_4_1_void.stl,YES,3,"[-18.972, -5.582, 3.139]","[[-19.085, -5.665, 3.053], [-18.86, -5.499, 3.224]]"
5765487_4_1_void.stl,YES,4,"[16.603, -13.909, 12.758]","[[16.601, -13.911, 12.756], [16.605, -13.907, 12.76]]"
5832007_1_1_void.stl,YES,1,"[30.85, 19.29, 11.6]","[[29.866, 18.516, 11.465], [31.834, 20.065, 11.734]]"
5832007_1_1_void.stl,YES,2,"[47.943, 15.424, 2.152]","[[47.875, 15.317, 2.129], [48.01, 15.53, 2.175]]"
5832007_1_1_void.stl,YES,3,"[17.069, 1.044, 11.756]","[[16.818, 0.711, 11.655], [17.32, 1.376, 11.858]]"
5832007_1_1_void.stl,YES,4,"[-48.432, 18.023, 3.4]","[[-48.499, 17.946, 3.392], [-48.365, 18.1, 3.408]]"
5832007_1_0_void.stl,YES,1,"[37.537, -39.309, 8.666]","[[37.528, -39.314, 8.664], [37.546, -39.303, 8.667]]"
5832007_1_0_void.stl,YES,2,"[18.423, 50.551, 4.356]","[[18.406, 50.537, 4.354], [18.44, 50.564, 4.358]]"
5773521_3_0_void.stl,NO,,,
5903116_7_2_void.stl,YES,1,"[-10.411, -3.121, 7.527]","[[-10.479, -3.16, 7.518], [-10.343, -3.083, 7.537]]"
5903116_7_2_void.stl,YES,2,"[16.972, -3.653, 8.234]","[[16.574, -3.91, 8.177], [17.37, -3.395, 8.29]]"
5903116_7_2_void.stl,YES,3,"[-5.521, -3.756, 9.251]","[[-6.39, -4.636, 8.921], [-4.653, -2.876, 9.58]]"
5903116_7_2_void.stl,YES,4,"[-10.95, 5.005, 9.066]","[[-12.014, 4.737, 8.858], [-9.885, 5.273, 9.274]]"
5761618_1_0_void.stl,NO,,,
5761618_1_1_void.stl,NO,,,
5882023_1_1_void.stl,YES,1,"[58.825, 0.686, 1.904]","[[58.816, 0.678, 1.902], [58.833, 0.694, 1.906]]"
5882023_1_0_void.stl,NO,,,
5846172_3_4_void.stl,YES,1,"[12.913, 19.345, 10.407]","[[12.78, 19.074, 10.219], [13.046, 19.615, 10.595]]"
5846172_3_4_void.stl,YES,2,"[10.656, 7.656, 10.54]","[[10.656, 7.656, 10.54], [10.656, 7.656, 10.54]]"
5846172_3_4_void.stl,YES,3,"[5.211, 19.399, 2.945]","[[4.879, 19.137, 2.609], [5.542, 19.66, 3.28]]"
5846172_3_4_void.stl,YES,4,"[2.813, 19.1, 6.383]","[[2.813, 19.1, 6.383], [2.813, 19.1, 6.383]]"
5846172_3_4_void.stl,YES,5,"[13.197, 15.055, 3.581]","[[13.196, 15.055, 3.581], [13.197, 15.055, 3.581]]"
5831426_1_0_void.stl,NO,,,
5838716_2_4_void.stl,NO,,,
5568839_1_4_void.stl,NO,,,
5799425_4_1_void.stl,YES,1,"[-0.021, 0.51, 1.141]","[[-0.168, -1.982, 0.935], [0.127, 3.002, 1.348]]"
5799425_4_1_void.stl,YES,2,"[0.086, -2.719, 0.817]","[[0.086, -2.726, 0.815], [0.087, -2.711, 0.819]]"
5857991_1_0_void.stl,NO,,,
5799425_4_0_void.stl,YES,1,"[0.121, -2.271, 1.019]","[[0.102, -2.506, 0.987], [0.141, -2.036, 1.051]]"
5857991_1_1_void.stl,NO,,,
5803369_9_2_void.stl,NO,,,
5803922_1_3_void.stl,YES,1,"[-8.355, 1.799, 42.09]","[[-8.356, 1.799, 42.09], [-8.354, 1.8, 42.091]]"
5803922_1_3_void.stl,YES,2,"[-3.626, 0.082, 41.396]","[[-3.746, -0.147, 41.167], [-3.506, 0.311, 41.625]]"
5803922_1_3_void.stl,YES,3,"[-2.954, -1.304, 66.587]","[[-2.976, -1.328, 66.551], [-2.932, -1.279, 66.623]]"
5765487_2_4_void.stl,YES,1,"[27.714, 16.84, 25.179]","[[27.708, 16.805, 25.168], [27.721, 16.875, 25.19]]"
5765487_2_4_void.stl,YES,2,"[26.462, -0.797, 26.665]","[[26.459, -0.803, 26.664], [26.464, -0.792, 26.667]]"
5803369_9_3_void.stl,NO,,,
5803922_1_2_void.stl,YES,1,"[-5.664, 1.693, 53.341]","[[-5.667, 1.689, 53.335], [-5.662, 1.697, 53.347]]"
5803922_1_2_void.stl,YES,2,"[-15.652, 4.084, 17.389]","[[-15.658, 4.081, 17.382], [-15.647, 4.086, 17.396]]"
5921592_1_0_void.stl,YES,1,"[-4.505, -7.557, 1.765]","[[-4.505, -7.557, 1.765], [-4.504, -7.557, 1.765]]"
5921592_1_0_void.stl,YES,2,"[-2.173, 8.461, 0.474]","[[-2.173, 8.461, 0.474], [-2.172, 8.461, 0.474]]"
5765652_2_0_void.stl,YES,1,"[0.0, 10.0, 10.0]","[[-9.2, 0.8, 0.8], [9.2, 19.2, 19.2]]"
5765652_2_0_void.stl,YES,2,"[1.004, 0.27, 18.238]","[[0.998, 0.255, 18.228], [1.01, 0.284, 18.247]]"
5765652_2_1_void.stl,YES,1,"[-0.0, 10.0, -0.0]","[[-9.2, 0.8, -9.2], [9.2, 19.2, 9.2]]"
5796265_1_0_void.stl,NO,,,
5805749_3_1_void.stl,YES,1,"[23.487, 1.742, 0.17]","[[22.824, 1.593, 0.028], [24.15, 1.892, 0.312]]"
5805749_3_0_void.stl,YES,1,"[27.791, 3.85, 1.564]","[[27.644, 3.815, 1.516], [27.938, 3.884, 1.612]]"
5821387_1_0_void.stl,YES,1,"[7.73, -26.217, 0.303]","[[7.729, -26.217, 0.303], [7.73, -26.216, 0.303]]"
5821387_1_0_void.stl,YES,2,"[7.989, -38.213, 0.832]","[[7.989, -38.214, 0.832], [7.989, -38.213, 0.832]]"
5709416_3_0_void.stl,NO,,,
5709416_3_1_void.stl,YES,1,"[30.881, 5.528, 21.392]","[[30.879, 5.527, 21.39], [30.883, 5.529, 21.394]]"
5709416_3_1_void.stl,YES,2,"[0.232, 2.186, 36.008]","[[0.231, 2.186, 36.007], [0.233, 2.186, 36.008]]"
5709416_3_1_void.stl,YES,3,"[9.288, 2.739, 22.361]","[[9.272, 2.732, 22.347], [9.305, 2.746, 22.375]]"
5840852_5_2_void.stl,NO,,,
5840852_5_3_void.stl,YES,1,"[-5.292, 18.634, 1.211]","[[-7.232, 16.975, 0.667], [-3.351, 20.294, 1.756]]"
5840852_5_3_void.stl,YES,2,"[7.639, 13.332, 2.016]","[[3.566, 11.094, 0.73], [11.713, 15.57, 3.301]]"
5840852_5_3_void.stl,YES,3,"[4.649, 5.705, 12.738]","[[4.394, 5.114, 12.585], [4.903, 6.295, 12.891]]"
5731853_1_0_void.stl,YES,1,"[92.272, 8.572, 76.142]","[[92.27, 8.572, 76.141], [92.273, 8.573, 76.144]]"
5731853_1_0_void.stl,YES,2,"[59.567, 3.124, 75.57]","[[59.564, 3.124, 75.568], [59.57, 3.125, 75.572]]"
5731853_1_0_void.stl,YES,3,"[97.482, 30.431, 43.346]","[[96.229, 30.046, 42.146], [98.735, 30.815, 44.545]]"
5780726_1_3_void.stl,NO,,,
5780726_1_2_void.stl,NO,,,
5815969_3_2_void.stl,YES,1,"[29.24, 11.738, 57.419]","[[29.055, 11.461, 56.909], [29.425, 12.014, 57.928]]"
5815969_3_2_void.stl,YES,2,"[15.23, 27.349, 1.812]","[[15.229, 27.347, 1.81], [15.23, 27.351, 1.813]]"
5815969_3_3_void.stl,YES,1,"[18.939, 50.093, 0.361]","[[18.925, 50.078, 0.351], [18.953, 50.108, 0.371]]"
5921362_1_3_void.stl,NO,,,
5921362_1_2_void.stl,NO,,,
5840852_9_0_void.stl,YES,1,"[-18.219, 16.651, 14.774]","[[-18.219, 16.65, 14.773], [-18.218, 16.652, 14.774]]"
5840852_9_1_void.stl,YES,1,"[18.382, 28.005, 4.356]","[[15.835, 25.216, 3.283], [20.929, 30.795, 5.429]]"
5840852_9_1_void.stl,YES,2,"[-1.064, -21.609, 5.849]","[[-9.205, -27.005, 1.334], [7.077, -16.214, 10.365]]"
5840852_9_1_void.stl,YES,3,"[18.159, 16.813, 11.806]","[[18.157, 16.812, 11.805], [18.16, 16.814, 11.807]]"
5840852_9_1_void.stl,YES,4,"[2.207, -24.645, 36.332]","[[1.606, -25.089, 35.891], [2.808, -24.201, 36.774]]"
5873277_1_0_void.stl,NO,,,
5840784_3_0_void.stl,YES,1,"[11.661, 8.498, 20.069]","[[3.496, 6.513, 9.217], [19.826, 10.483, 30.92]]"
5873277_1_1_void.stl,NO,,,
5799425_5_3_void.stl,YES,1,"[-0.144, 1.953, 2.395]","[[-0.168, 1.941, 2.387], [-0.12, 1.964, 2.403]]"
5806465_2_4_void.stl,NO,,,
5799425_5_2_void.stl,YES,1,"[-0.254, 1.38, 0.718]","[[-0.268, 1.356, 0.71], [-0.24, 1.404, 0.725]]"
5840852_2_4_void.stl,YES,1,"[0.813, 19.476, 13.283]","[[0.799, 19.461, 13.271], [0.827, 19.49, 13.295]]"
5840852_2_4_void.stl,YES,2,"[0.518, 18.042, 5.066]","[[0.052, 17.712, 4.924], [0.983, 18.373, 5.208]]"
5911816_6_3_void.stl,NO,,,
5911816_6_2_void.stl,NO,,,
5831402_1_1_void.stl,YES,1,"[0.855, 3.833, 73.638]","[[0.681, 3.651, 73.014], [1.03, 4.014, 74.261]]"
5831402_1_1_void.stl,YES,2,"[1.902, 2.374, 33.38]","[[1.901, 2.373, 33.379], [1.902, 2.374, 33.38]]"
5830102_1_1_void.stl,YES,1,"[-5.456, -26.907, 42.628]","[[-8.427, -30.913, 41.398], [-2.484, -22.901, 43.858]]"
5830102_1_1_void.stl,YES,2,"[-12.74, -4.068, 0.319]","[[-12.8, -4.171, 0.253], [-12.681, -3.965, 0.385]]"
5837782_1_3_void.stl,YES,1,"[14.922, -17.095, 1.386]","[[14.92, -17.097, 1.385], [14.924, -17.093, 1.387]]"
5830102_1_0_void.stl,NO,,,
5831402_1_0_void.stl,YES,1,"[6.505, -3.1, 73.603]","[[6.504, -3.102, 73.597], [6.507, -3.098, 73.609]]"
5831402_1_0_void.stl,YES,2,"[7.275, -1.256, 69.591]","[[6.914, -1.57, 67.633], [7.635, -0.941, 71.549]]"
5831402_1_0_void.stl,YES,3,"[-2.819, 4.933, 53.9]","[[-2.824, 4.93, 53.867], [-2.813, 4.936, 53.933]]"
5831402_1_0_void.stl,YES,4,"[-5.89, -3.125, 6.85]","[[-6.155, -3.59, 5.335], [-5.625, -2.661, 8.366]]"
5837782_1_2_void.stl,NO,,,
5922844_1_3_void.stl,YES,1,"[12.016, 0.091, 22.007]","[[12.0, -0.071, 21.737], [12.064, 0.175, 22.104]]"
5922844_1_3_void.stl,YES,2,"[-12.016, 0.091, 22.007]","[[-12.064, -0.071, 21.737], [-12.0, 0.175, 22.104]]"
5785050_2_2_void.stl,YES,1,"[-5.371, 2.486, 27.449]","[[-7.925, 1.509, 25.454], [-2.818, 3.462, 29.444]]"
5785050_2_2_void.stl,YES,2,"[-5.079, 9.043, 11.217]","[[-5.081, 9.042, 11.216], [-5.078, 9.044, 11.217]]"
5922844_1_2_void.stl,YES,1,"[12.016, 0.091, 22.007]","[[12.0, -0.071, 21.737], [12.064, 0.175, 22.104]]"
5922844_1_2_void.stl,YES,2,"[-12.016, 0.091, 22.007]","[[-12.064, -0.071, 21.737], [-12.0, 0.175, 22.104]]"
5903116_6_1_void.stl,NO,,,
5903116_6_0_void.stl,NO,,,
5859701_1_1_void.stl,NO,,,
5859701_1_0_void.stl,NO,,,
5779197_2_3_void.stl,NO,,,
5779197_2_2_void.stl,NO,,,
5879302_1_0_void.stl,YES,1,"[11.857, 3.077, 5.415]","[[11.857, 3.077, 5.415], [11.857, 3.077, 5.416]]"
5826735_1_0_void.stl,YES,1,"[4.957, 34.264, 2.003]","[[4.165, 32.698, 1.957], [5.748, 35.83, 2.048]]"
5879302_1_1_void.stl,NO,,,
5826735_1_1_void.stl,YES,1,"[-3.827, 22.921, 0.383]","[[-5.851, 19.527, 0.229], [-1.804, 26.315, 0.538]]"
5856715_4_1_void.stl,NO,,,
5840852_4_0_void.stl,YES,1,"[16.012, 7.82, 11.48]","[[14.492, 6.952, 9.712], [17.532, 8.688, 13.249]]"
5840852_4_0_void.stl,YES,2,"[9.347, 2.889, 15.589]","[[7.018, -0.347, 12.7], [11.677, 6.125, 18.478]]"
5840852_4_0_void.stl,YES,3,"[4.548, 5.045, 2.66]","[[3.615, 4.332, 1.799], [5.481, 5.758, 3.522]]"
5892823_2_3_void.stl,YES,1,"[17.545, -88.78, 11.416]","[[17.545, -88.781, 11.416], [17.545, -88.78, 11.416]]"
5892823_2_3_void.stl,YES,2,"[17.953, -62.526, 11.296]","[[17.94, -62.606, 11.289], [17.966, -62.447, 11.304]]"
5856715_4_0_void.stl,NO,,,
5840852_4_1_void.stl,YES,1,"[5.794, -0.446, 6.733]","[[4.898, -1.915, 4.937], [6.689, 1.023, 8.528]]"
5840852_4_1_void.stl,YES,2,"[7.666, -11.984, 26.33]","[[7.66, -11.996, 26.319], [7.672, -11.972, 26.34]]"
5892823_2_2_void.stl,YES,1,"[15.242, 34.615, 11.954]","[[15.141, 33.445, 11.884], [15.343, 35.785, 12.024]]"
5892823_2_2_void.stl,YES,2,"[-1.35, 43.045, 10.663]","[[-1.533, 41.04, 10.606], [-1.168, 45.05, 10.72]]"
5892823_2_2_void.stl,YES,3,"[4.406, -53.826, 12.445]","[[4.392, -53.984, 12.431], [4.419, -53.667, 12.459]]"
5840852_8_2_void.stl,YES,1,"[-4.739, 5.365, 7.5]","[[-12.224, 0.998, 1.041], [2.747, 9.733, 13.959]]"
5840852_8_2_void.stl,YES,2,"[-16.716, -20.687, 33.88]","[[-18.679, -22.604, 32.282], [-14.753, -18.769, 35.478]]"
5840852_8_2_void.stl,YES,3,"[3.075, 22.979, 36.083]","[[2.022, 22.379, 35.468], [4.128, 23.579, 36.697]]"
5875428_1_0_void.stl,YES,1,"[55.038, 2.426, 1.613]","[[55.038, 2.425, 1.613], [55.039, 2.427, 1.613]]"
5840852_8_3_void.stl,NO,,,
5852998_2_2_void.stl,NO,,,
5815969_2_0_void.stl,NO,,,
5787004_1_3_void.stl,NO,,,
5795286_1_0_void.stl,YES,1,"[-14.236, 30.843, 10.707]","[[-14.253, 30.796, 10.669], [-14.219, 30.889, 10.746]]"
5815969_2_1_void.stl,NO,,,
5787004_1_2_void.stl,NO,,,
5852998_2_3_void.stl,NO,,,
5830353_1_2_void.stl,YES,1,"[-1.345, -1.145, 0.889]","[[-1.366, -1.161, 0.886], [-1.325, -1.128, 0.892]]"
5830353_1_2_void.stl,YES,2,"[-0.649, -0.327, 0.616]","[[-0.687, -0.341, 0.609], [-0.612, -0.313, 0.622]]"
5821076_2_1_void.stl,YES,1,"[21.092, 50.209, 23.006]","[[21.092, 50.209, 23.006], [21.092, 50.209, 23.006]]"
5803369_4_2_void.stl,NO,,,
5803369_4_3_void.stl,NO,,,
5821076_2_0_void.stl,YES,1,"[9.675, 14.262, 59.083]","[[9.575, 14.231, 59.024], [9.774, 14.292, 59.141]]"
5803369_10_0_void.stl,NO,,,
5826710_2_4_void.stl,NO,,,
5803369_10_1_void.stl,NO,,,
5823799_7_0_void.stl,NO,,,
5823799_7_1_void.stl,NO,,,
5785050_7_2_void.stl,YES,1,"[-31.193, 5.022, 3.212]","[[-31.331, 4.926, 3.187], [-31.055, 5.117, 3.236]]"
5785050_7_2_void.stl,YES,2,"[30.739, 5.151, 7.318]","[[30.72, 5.144, 7.316], [30.758, 5.158, 7.321]]"
5823799_4_4_void.stl,NO,,,
5785050_7_3_void.stl,YES,1,"[-33.094, -4.135, 4.953]","[[-33.096, -4.137, 4.953], [-33.093, -4.134, 4.954]]"
5785050_7_3_void.stl,YES,2,"[6.509, -18.461, 9.48]","[[5.713, -18.771, 9.374], [7.305, -18.151, 9.587]]"
5826710_1_0_void.stl,YES,1,"[5.829, 0.513, 19.124]","[[5.439, 0.095, 18.902], [6.22, 0.93, 19.346]]"
5800155_1_1_void.stl,YES,1,"[0.0, 7.463, 9.121]","[[-7.999, -0.537, 2.0], [7.999, 15.457, 16.243]]"
5783959_1_3_void.stl,YES,1,"[-2.929, 1.679, 11.112]","[[-2.99, 1.614, 10.922], [-2.872, 1.751, 11.245]]"
5783959_1_3_void.stl,YES,2,"[10.031, 1.857, 10.902]","[[9.853, 1.656, 10.214], [10.246, 2.121, 11.298]]"
5783959_1_3_void.stl,YES,3,"[0.36, 1.619, 11.064]","[[0.256, 1.495, 11.005], [0.465, 1.743, 11.122]]"
5911816_3_3_void.stl,YES,1,"[41.334, -0.984, 4.683]","[[40.434, -1.208, 4.276], [42.234, -0.761, 5.089]]"
5783959_1_2_void.stl,YES,1,"[-2.929, 1.679, 11.112]","[[-2.99, 1.614, 10.922], [-2.872, 1.751, 11.245]]"
5783959_1_2_void.stl,YES,2,"[10.031, 1.857, 10.902]","[[9.853, 1.656, 10.214], [10.246, 2.121, 11.298]]"
5783959_1_2_void.stl,YES,3,"[-3.507, 2.731, 8.005]","[[-3.798, 2.445, 7.853], [-3.216, 3.018, 8.158]]"
5911816_3_2_void.stl,YES,1,"[45.258, 3.109, 7.984]","[[45.131, 3.092, 7.969], [45.384, 3.126, 7.998]]"
5911816_3_2_void.stl,YES,2,"[28.415, 1.117, 7.831]","[[26.714, 0.66, 7.612], [30.117, 1.574, 8.049]]"
5911816_3_2_void.stl,YES,3,"[1.894, 2.271, 6.152]","[[1.881, 2.268, 6.15], [1.907, 2.275, 6.154]]"
5911816_3_2_void.stl,YES,4,"[43.108, -2.739, 4.357]","[[42.338, -2.834, 4.268], [43.879, -2.643, 4.447]]"
5758968_9_2_void.stl,YES,1,"[9.122, -3.281, 1.934]","[[9.096, -3.312, 1.894], [9.149, -3.25, 1.973]]"
