file,has_hidden_void,void_num,center_mass,bounds
5765487_4_0_void.stl,YES,1,"[20.519, 14.64, 24.943]","[[20.509, 14.634, 24.939], [20.529, 14.646, 24.948]]"
5765487_4_0_void.stl,YES,2,"[-18.951, 15.499, 22.874]","[[-18.982, 15.469, 22.86], [-18.921, 15.529, 22.888]]"
5765487_4_0_void.stl,YES,3,"[16.317, -16.334, 5.236]","[[16.317, -16.335, 5.236], [16.317, -16.334, 5.237]]"
5765487_4_0_void.stl,YES,4,"[-8.742, -19.524, 16.726]","[[-8.742, -19.525, 16.725], [-8.741, -19.524, 16.726]]"
5765487_4_0_void.stl,YES,5,"[11.529, -23.704, 42.3]","[[11.484, -23.734, 42.269], [11.575, -23.674, 42.33]]"
5765487_4_0_void.stl,YES,6,"[23.139, 19.357, 27.886]","[[23.06, 19.323, 27.829], [23.218, 19.391, 27.942]]"
5765487_4_1_void.stl,YES,1,"[-19.768, -19.538, 42.792]","[[-19.776, -19.542, 42.785], [-19.759, -19.533, 42.8]]"
5765487_4_1_void.stl,YES,2,"[22.751, 3.43, 0.15]","[[22.751, 3.43, 0.15], [22.751, 3.43, 0.15]]"
5832007_1_1_void.stl,YES,1,"[-43.085, 29.21, 4.139]","[[-43.562, 28.793, 4.08], [-42.608, 29.628, 4.199]]"
5832007_1_0_void.stl,YES,1,"[0.499, 16.356, 11.748]","[[0.482, 16.345, 11.746], [0.515, 16.367, 11.751]]"
5832007_1_0_void.stl,YES,2,"[14.911, 51.405, 8.034]","[[14.91, 51.402, 8.034], [14.912, 51.407, 8.035]]"
5832007_1_0_void.stl,YES,3,"[50.843, -11.939, 8.49]","[[49.635, -13.496, 8.145], [52.052, -10.382, 8.834]]"
5903116_7_3_void.stl,YES,1,"[-12.103, 3.852, 8.343]","[[-12.116, 3.845, 8.339], [-12.091, 3.858, 8.346]]"
5903116_7_3_void.stl,YES,2,"[-4.482, -6.654, 6.699]","[[-5.624, -6.999, 6.507], [-3.34, -6.309, 6.892]]"
5903116_7_3_void.stl,YES,3,"[7.873, -1.473, 0.948]","[[6.312, -2.51, 0.779], [9.434, -0.436, 1.117]]"
5903116_7_3_void.stl,YES,4,"[11.906, 6.93, 3.355]","[[11.297, 6.596, 3.126], [12.514, 7.264, 3.583]]"
5903116_7_3_void.stl,YES,5,"[5.008, -6.791, 5.946]","[[3.344, -8.013, 5.562], [6.672, -5.569, 6.331]]"
5903116_7_3_void.stl,YES,6,"[-12.616, -2.712, 7.627]","[[-15.133, -3.984, 6.903], [-10.098, -1.44, 8.35]]"
5903116_7_3_void.stl,YES,7,"[-18.142, -0.806, 8.128]","[[-19.095, -1.135, 8.018], [-17.19, -0.477, 8.238]]"
5903116_7_3_void.stl,YES,8,"[-16.036, 1.242, 6.81]","[[-16.106, 1.214, 6.799], [-15.967, 1.269, 6.822]]"
5903116_7_3_void.stl,YES,9,"[12.074, 6.255, 6.386]","[[10.873, 5.003, 5.971], [13.276, 7.506, 6.8]]"
5903116_7_3_void.stl,YES,10,"[-12.842, -5.693, 8.102]","[[-12.954, -5.76, 8.075], [-12.73, -5.627, 8.128]]"
5903116_7_3_void.stl,YES,11,"[-4.739, -7.149, 0.257]","[[-5.781, -7.772, 0.091], [-3.697, -6.527, 0.424]]"
5903116_7_3_void.stl,YES,12,"[-18.721, 3.915, 6.359]","[[-18.903, 3.765, 6.32], [-18.539, 4.064, 6.399]]"
5773521_3_1_void.stl,NO,,,
5773521_3_0_void.stl,NO,,,
5903116_7_2_void.stl,YES,1,"[-0.691, 7.219, 0.675]","[[-0.709, 7.213, 0.672], [-0.674, 7.226, 0.678]]"
5903116_7_2_void.stl,YES,2,"[5.677, 5.599, 7.662]","[[5.146, 5.325, 7.566], [6.209, 5.873, 7.757]]"
5903116_7_2_void.stl,YES,3,"[-15.45, 7.897, 7.182]","[[-15.515, 7.863, 7.175], [-15.385, 7.931, 7.189]]"
5903116_7_2_void.stl,YES,4,"[20.381, -6.942, 6.739]","[[20.38, -6.942, 6.739], [20.382, -6.942, 6.739]]"
5903116_7_2_void.stl,YES,5,"[-18.387, -8.531, 8.29]","[[-19.51, -9.108, 7.936], [-17.264, -7.954, 8.644]]"
5903116_7_2_void.stl,YES,6,"[-3.16, 9.313, 7.229]","[[-7.485, 7.574, 6.414], [1.164, 11.051, 8.045]]"
5761618_1_0_void.stl,NO,,,
5761618_1_1_void.stl,NO,,,
5882023_1_0_void.stl,YES,1,"[61.427, -0.242, 2.545]","[[61.336, -0.404, 2.521], [61.518, -0.081, 2.57]]"
5831426_1_0_void.stl,NO,,,
5831426_1_1_void.stl,NO,,,
5840784_2_2_void.stl,NO,,,
5840784_2_3_void.stl,YES,1,"[207.882, 7.304, 49.868]","[[203.835, 6.748, 46.926], [211.93, 7.861, 52.809]]"
5840784_2_3_void.stl,YES,2,"[224.371, 21.714, 44.801]","[[224.37, 21.714, 44.8], [224.372, 21.714, 44.801]]"
5840784_2_3_void.stl,YES,3,"[274.957, 4.362, 53.945]","[[274.95, 4.361, 53.94], [274.963, 4.363, 53.949]]"
5840784_2_3_void.stl,YES,4,"[241.609, 21.422, 34.038]","[[241.6, 21.418, 34.016], [241.618, 21.425, 34.06]]"
5799425_4_1_void.stl,YES,1,"[-0.007, 3.55, 1.227]","[[-0.039, 2.862, 1.147], [0.026, 4.239, 1.307]]"
5799425_4_1_void.stl,YES,2,"[-0.104, -1.293, 1.028]","[[-0.113, -1.693, 0.979], [-0.095, -0.892, 1.077]]"
5799425_4_1_void.stl,YES,3,"[-0.18, -1.358, 1.388]","[[-0.181, -1.373, 1.384], [-0.179, -1.343, 1.392]]"
5799425_4_1_void.stl,YES,4,"[0.156, -3.942, 0.756]","[[0.113, -4.567, 0.682], [0.198, -3.318, 0.83]]"
5799425_4_1_void.stl,YES,5,"[-0.222, -2.522, 1.199]","[[-0.223, -2.534, 1.197], [-0.222, -2.51, 1.202]]"
5857991_1_0_void.stl,NO,,,
5799425_4_0_void.stl,YES,1,"[-0.135, -0.227, 1.319]","[[-0.14, -0.289, 1.304], [-0.13, -0.166, 1.335]]"
5799425_4_0_void.stl,YES,2,"[-0.065, 2.583, 1.071]","[[-0.071, 2.503, 1.06], [-0.059, 2.664, 1.081]]"
5799425_4_0_void.stl,YES,3,"[0.152, 2.654, 0.983]","[[0.129, 2.404, 0.936], [0.176, 2.905, 1.031]]"
5799425_4_0_void.stl,YES,4,"[0.161, 2.595, 1.257]","[[0.138, 2.392, 1.192], [0.184, 2.799, 1.322]]"
5799425_4_0_void.stl,YES,5,"[-0.114, -2.012, 0.885]","[[-0.123, -2.15, 0.872], [-0.104, -1.875, 0.898]]"
5799425_4_0_void.stl,YES,6,"[0.004, -1.576, 0.863]","[[-0.061, -2.303, 0.743], [0.068, -0.849, 0.984]]"
5799425_4_0_void.stl,YES,7,"[-0.234, 3.398, 0.902]","[[-0.235, 3.382, 0.898], [-0.234, 3.414, 0.906]]"
5803369_9_2_void.stl,NO,,,
5803369_9_3_void.stl,NO,,,
5803922_1_2_void.stl,YES,1,"[-9.322, 2.426, 84.784]","[[-9.333, 2.417, 84.767], [-9.312, 2.435, 84.8]]"
5803922_1_2_void.stl,YES,2,"[-11.706, 4.728, 22.241]","[[-11.708, 4.727, 22.239], [-11.704, 4.729, 22.243]]"
5803922_1_2_void.stl,YES,3,"[-6.503, 0.133, 83.373]","[[-6.504, 0.131, 83.369], [-6.501, 0.134, 83.377]]"
5803922_1_2_void.stl,YES,4,"[-0.498, -2.276, 93.381]","[[-0.546, -2.298, 93.333], [-0.45, -2.255, 93.428]]"
5803922_1_2_void.stl,YES,5,"[-5.43, 0.684, 47.504]","[[-5.432, 0.682, 47.502], [-5.429, 0.686, 47.507]]"
5803922_1_2_void.stl,YES,6,"[-0.459, -1.409, 70.516]","[[-0.512, -1.441, 70.45], [-0.406, -1.377, 70.582]]"
5921592_1_0_void.stl,YES,1,"[-2.964, -8.377, 1.177]","[[-2.964, -8.377, 1.177], [-2.964, -8.377, 1.177]]"
5921592_1_0_void.stl,YES,2,"[8.779, 0.862, 2.336]","[[8.694, 0.808, 2.327], [8.863, 0.917, 2.345]]"
5921592_1_0_void.stl,YES,3,"[-4.533, -7.89, 0.383]","[[-4.554, -7.902, 0.381], [-4.513, -7.879, 0.385]]"
5921592_1_0_void.stl,YES,4,"[-1.807, -8.564, 2.348]","[[-1.807, -8.564, 2.348], [-1.807, -8.564, 2.348]]"
5921592_1_0_void.stl,YES,5,"[1.7, -8.754, 1.404]","[[1.699, -8.755, 1.404], [1.701, -8.753, 1.404]]"
5921592_1_0_void.stl,YES,6,"[5.846, -6.786, 0.271]","[[5.821, -6.809, 0.268], [5.871, -6.762, 0.275]]"
5921592_1_1_void.stl,YES,1,"[7.727, -4.96, 1.262]","[[7.727, -4.96, 1.262], [7.727, -4.96, 1.262]]"
5921592_1_1_void.stl,YES,2,"[-0.232, -8.857, 2.058]","[[-0.237, -8.866, 2.056], [-0.226, -8.849, 2.059]]"
5921592_1_1_void.stl,YES,3,"[-5.136, 7.392, 2.21]","[[-5.137, 7.391, 2.209], [-5.134, 7.393, 2.21]]"
5921592_1_1_void.stl,YES,4,"[-3.379, -8.544, 1.314]","[[-3.381, -8.546, 1.314], [-3.378, -8.543, 1.314]]"
5921592_1_1_void.stl,YES,5,"[-2.414, 8.782, 1.496]","[[-2.415, 8.781, 1.495], [-2.413, 8.782, 1.496]]"
5921592_1_1_void.stl,YES,6,"[-8.808, -1.23, 0.5]","[[-8.809, -1.231, 0.5], [-8.807, -1.229, 0.5]]"
5921592_1_1_void.stl,YES,7,"[-2.327, -8.747, 0.481]","[[-2.332, -8.76, 0.479], [-2.321, -8.733, 0.482]]"
5921592_1_1_void.stl,YES,8,"[0.948, 8.929, 1.08]","[[0.87, 8.867, 1.066], [1.025, 8.99, 1.094]]"
5765652_2_0_void.stl,YES,1,"[0.0, 10.0, 10.0]","[[-9.2, 0.8, 0.8], [9.2, 19.2, 19.2]]"
5765652_2_0_void.stl,YES,2,"[9.701, 7.978, 5.449]","[[9.701, 7.978, 5.449], [9.701, 7.978, 5.449]]"
5765652_2_0_void.stl,YES,3,"[7.445, 19.724, 7.799]","[[7.325, 19.567, 7.652], [7.566, 19.882, 7.946]]"
5765652_2_0_void.stl,YES,4,"[-5.081, 7.668, 0.615]","[[-5.159, 7.595, 0.512], [-5.004, 7.741, 0.718]]"
5765652_2_0_void.stl,YES,5,"[-9.355, 16.646, 10.191]","[[-9.358, 16.644, 10.187], [-9.353, 16.648, 10.194]]"
5765652_2_0_void.stl,YES,6,"[0.59, 7.072, 19.726]","[[0.59, 7.072, 19.726], [0.591, 7.072, 19.727]]"
5796265_1_0_void.stl,YES,1,"[36.523, 70.816, 11.616]","[[36.509, 70.811, 11.613], [36.537, 70.821, 11.619]]"
5805749_3_1_void.stl,YES,1,"[7.025, 0.335, 2.221]","[[7.023, 0.335, 2.221], [7.026, 0.336, 2.221]]"
5805749_3_1_void.stl,YES,2,"[8.678, 3.408, 2.723]","[[8.592, 3.362, 2.674], [8.764, 3.454, 2.772]]"
5805749_3_1_void.stl,YES,3,"[7.903, 2.278, 0.882]","[[5.473, 1.632, 0.283], [10.334, 2.924, 1.48]]"
5805749_3_1_void.stl,YES,4,"[21.481, 4.737, 2.018]","[[20.138, 4.255, 1.425], [22.824, 5.219, 2.611]]"
5805749_3_1_void.stl,YES,5,"[1.75, 5.877, 0.542]","[[1.749, 5.877, 0.542], [1.751, 5.878, 0.542]]"
5805749_3_1_void.stl,YES,6,"[5.795, 5.119, 8.944]","[[5.794, 5.119, 8.944], [5.796, 5.119, 8.945]]"
5805749_3_1_void.stl,YES,7,"[21.422, 7.025, 2.451]","[[21.016, 6.867, 2.285], [21.829, 7.182, 2.617]]"
5805749_3_1_void.stl,YES,8,"[30.508, 0.876, 4.692]","[[30.503, 0.875, 4.692], [30.514, 0.878, 4.693]]"
5805749_3_1_void.stl,YES,9,"[19.317, 6.185, 1.398]","[[19.31, 6.183, 1.396], [19.324, 6.187, 1.401]]"
5805749_3_1_void.stl,YES,10,"[25.989, 3.647, 2.933]","[[25.988, 3.647, 2.932], [25.99, 3.647, 2.933]]"
5805749_3_0_void.stl,YES,1,"[29.417, 4.772, 0.627]","[[29.322, 4.73, 0.585], [29.512, 4.814, 0.669]]"
5805749_3_0_void.stl,YES,2,"[30.985, 6.383, 0.742]","[[29.928, 6.106, 0.394], [32.041, 6.66, 1.09]]"
5805749_3_0_void.stl,YES,3,"[5.647, 5.919, 0.112]","[[5.628, 5.91, 0.1], [5.666, 5.928, 0.124]]"
5805749_3_0_void.stl,YES,4,"[21.176, 1.157, 3.062]","[[19.999, 0.486, 2.684], [22.354, 1.827, 3.44]]"
5805749_3_0_void.stl,YES,5,"[7.98, 2.421, 2.246]","[[7.965, 2.416, 2.242], [7.995, 2.427, 2.25]]"
5821387_1_0_void.stl,YES,1,"[15.125, -33.64, 0.333]","[[15.085, -33.673, 0.327], [15.165, -33.607, 0.34]]"
5821387_1_0_void.stl,YES,2,"[-18.141, 6.581, 0.555]","[[-18.142, 6.581, 0.555], [-18.141, 6.581, 0.555]]"
5821387_1_0_void.stl,YES,3,"[21.493, 36.622, 0.725]","[[21.493, 36.622, 0.725], [21.493, 36.622, 0.725]]"
5821387_1_0_void.stl,YES,4,"[29.09, 32.111, 0.818]","[[29.014, 31.979, 0.804], [29.166, 32.242, 0.831]]"
5803369_11_2_void.stl,NO,,,
5821387_1_1_void.stl,YES,1,"[-2.417, 53.749, 0.097]","[[-2.417, 53.749, 0.097], [-2.417, 53.749, 0.097]]"
5803369_11_3_void.stl,NO,,,
5709416_3_0_void.stl,YES,1,"[41.109, 1.94, 29.518]","[[41.008, 1.888, 29.442], [41.211, 1.992, 29.593]]"
5709416_3_0_void.stl,YES,2,"[6.399, 13.352, 20.155]","[[6.399, 13.352, 20.154], [6.399, 13.352, 20.155]]"
5709416_3_1_void.stl,NO,,,
5731853_1_0_void.stl,NO,,,
5780726_1_2_void.stl,NO,,,
5815969_3_2_void.stl,YES,1,"[9.763, 7.516, 41.5]","[[9.757, 7.508, 41.496], [9.77, 7.523, 41.504]]"
5815969_3_2_void.stl,YES,2,"[33.516, 4.415, 1.762]","[[33.516, 4.414, 1.761], [33.517, 4.417, 1.763]]"
5840852_9_0_void.stl,YES,1,"[17.149, 5.171, 3.692]","[[13.298, 0.65, 0.243], [20.999, 9.693, 7.14]]"
5840852_9_0_void.stl,YES,2,"[9.434, 13.139, 8.714]","[[9.36, 13.006, 8.597], [9.509, 13.272, 8.831]]"
5840852_9_0_void.stl,YES,3,"[-2.043, 9.12, 11.36]","[[-4.716, 6.661, 10.599], [0.63, 11.578, 12.121]]"
5840852_9_0_void.stl,YES,4,"[-11.649, -24.413, 31.666]","[[-13.709, -26.961, 30.423], [-9.59, -21.864, 32.908]]"
5840852_9_0_void.stl,YES,5,"[-11.304, 24.701, 15.44]","[[-13.231, 23.018, 14.762], [-9.377, 26.385, 16.119]]"
5840852_9_0_void.stl,YES,6,"[-7.487, -3.79, 10.388]","[[-11.686, -13.418, 6.212], [-3.288, 5.839, 14.565]]"
5840852_9_0_void.stl,YES,7,"[-14.313, 30.256, 5.8]","[[-15.005, 29.396, 5.416], [-13.622, 31.116, 6.183]]"
5840852_9_0_void.stl,YES,8,"[2.195, -21.326, 33.771]","[[1.272, -22.022, 33.007], [3.119, -20.63, 34.536]]"
5840852_9_0_void.stl,YES,9,"[13.913, -12.937, 24.614]","[[12.769, -14.918, 23.283], [15.057, -10.957, 25.945]]"
5840852_9_0_void.stl,YES,10,"[-11.685, -17.22, 10.237]","[[-12.531, -18.027, 9.86], [-10.839, -16.412, 10.614]]"
5873277_1_0_void.stl,NO,,,
5840784_3_0_void.stl,YES,1,"[80.689, 12.041, 17.439]","[[78.086, 11.464, 16.372], [83.292, 12.617, 18.506]]"
5840784_3_0_void.stl,YES,2,"[71.29, 10.815, 102.658]","[[68.922, 10.486, 100.659], [73.657, 11.144, 104.658]]"
5840784_3_0_void.stl,YES,3,"[35.271, 5.757, 75.671]","[[35.269, 5.757, 75.668], [35.273, 5.757, 75.673]]"
5840784_3_0_void.stl,YES,4,"[135.914, 13.237, 65.45]","[[132.916, 12.652, 63.63], [138.913, 13.822, 67.269]]"
5840784_3_0_void.stl,YES,5,"[17.643, 10.591, 13.221]","[[17.576, 10.573, 13.182], [17.711, 10.61, 13.259]]"
5840784_3_0_void.stl,YES,6,"[148.106, 9.673, 110.419]","[[145.7, 9.258, 109.421], [150.513, 10.089, 111.418]]"
5840784_3_0_void.stl,YES,7,"[70.145, 6.968, 14.654]","[[70.003, 6.932, 14.581], [70.287, 7.004, 14.726]]"
5840784_3_1_void.stl,YES,1,"[85.614, 3.537, 28.598]","[[84.044, 3.379, 28.008], [87.185, 3.694, 29.189]]"
5840784_3_1_void.stl,YES,2,"[69.22, 13.166, 30.066]","[[69.218, 13.165, 30.064], [69.223, 13.167, 30.068]]"
5840784_3_1_void.stl,YES,3,"[108.149, 9.569, 102.155]","[[104.602, 8.701, 96.782], [111.697, 10.436, 107.527]]"
5840784_3_1_void.stl,YES,4,"[33.402, 12.089, 50.865]","[[33.319, 12.073, 50.807], [33.485, 12.104, 50.923]]"
5840784_3_1_void.stl,YES,5,"[120.972, 0.17, 56.046]","[[120.902, 0.153, 55.973], [121.042, 0.188, 56.12]]"
5873277_1_1_void.stl,NO,,,
5799425_5_3_void.stl,YES,1,"[-0.204, 5.961, 2.895]","[[-0.281, 5.781, 2.827], [-0.126, 6.141, 2.964]]"
5799425_5_3_void.stl,YES,2,"[-0.315, 8.533, 0.366]","[[-0.316, 8.533, 0.366], [-0.315, 8.534, 0.367]]"
5799425_5_3_void.stl,YES,3,"[0.115, 8.724, 2.866]","[[0.114, 8.723, 2.866], [0.115, 8.725, 2.866]]"
5799425_5_3_void.stl,YES,4,"[0.359, 4.728, 2.572]","[[0.273, 4.63, 2.543], [0.445, 4.826, 2.602]]"
5799425_5_3_void.stl,YES,5,"[0.078, 1.05, 2.62]","[[0.061, 1.025, 2.615], [0.095, 1.074, 2.626]]"
5799425_5_2_void.stl,YES,1,"[-0.25, 1.417, 1.142]","[[-0.299, 1.394, 1.127], [-0.201, 1.44, 1.157]]"
5799425_5_2_void.stl,YES,2,"[-0.267, 8.705, 2.829]","[[-0.268, 8.703, 2.829], [-0.265, 8.707, 2.83]]"
5799425_5_2_void.stl,YES,3,"[-0.185, 1.428, 2.547]","[[-0.185, 1.428, 2.547], [-0.184, 1.429, 2.547]]"
5799425_5_2_void.stl,YES,4,"[-0.133, 4.05, 2.853]","[[-0.153, 4.041, 2.845], [-0.113, 4.059, 2.862]]"
5831402_1_1_void.stl,NO,,,
5830102_1_0_void.stl,YES,1,"[10.131, 31.033, 41.32]","[[9.975, 30.892, 41.294], [10.288, 31.175, 41.347]]"
5830102_1_0_void.stl,YES,2,"[47.168, -23.856, 12.382]","[[47.168, -23.857, 12.382], [47.169, -23.856, 12.382]]"
5830102_1_0_void.stl,YES,3,"[-15.442, 25.978, 42.475]","[[-16.604, 24.953, 41.912], [-14.279, 27.003, 43.038]]"
5830102_1_0_void.stl,YES,4,"[42.747, -39.054, 4.202]","[[42.379, -39.528, 3.95], [43.115, -38.579, 4.453]]"
5830102_1_0_void.stl,YES,5,"[-41.921, 21.764, 16.744]","[[-41.932, 21.755, 16.739], [-41.91, 21.773, 16.75]]"
5830102_1_0_void.stl,YES,6,"[-22.615, -29.365, 44.035]","[[-23.001, -29.6, 43.817], [-22.228, -29.131, 44.254]]"
5830102_1_0_void.stl,YES,7,"[54.524, 34.546, 32.753]","[[54.523, 34.544, 32.752], [54.525, 34.548, 32.754]]"
5830102_1_0_void.stl,YES,8,"[41.506, -8.148, 32.887]","[[41.431, -8.206, 32.866], [41.581, -8.09, 32.908]]"
5830102_1_0_void.stl,YES,9,"[3.6, 1.324, 0.558]","[[3.599, 1.323, 0.557], [3.601, 1.324, 0.558]]"
5830102_1_0_void.stl,YES,10,"[-15.905, -31.138, 37.254]","[[-15.906, -31.138, 37.254], [-15.904, -31.137, 37.255]]"
5831402_1_0_void.stl,YES,1,"[3.219, -2.858, 2.764]","[[3.219, -2.858, 2.764], [3.219, -2.857, 2.765]]"
5831402_1_0_void.stl,YES,2,"[4.908, -0.304, 69.93]","[[4.9, -0.31, 69.906], [4.916, -0.298, 69.953]]"
5831402_1_0_void.stl,YES,3,"[-3.064, 4.448, 45.484]","[[-3.064, 4.448, 45.483], [-3.064, 4.448, 45.484]]"
5831402_1_0_void.stl,YES,4,"[2.382, 2.752, 67.475]","[[2.187, 2.542, 66.833], [2.577, 2.962, 68.117]]"
5831402_1_0_void.stl,YES,5,"[5.319, 2.214, 43.515]","[[5.313, 2.201, 43.485], [5.324, 2.226, 43.546]]"
5831402_1_0_void.stl,YES,6,"[-4.39, 5.437, 62.635]","[[-4.401, 5.417, 62.561], [-4.379, 5.457, 62.71]]"
5831402_1_0_void.stl,YES,7,"[-5.115, 2.688, 54.656]","[[-5.126, 2.679, 54.63], [-5.103, 2.696, 54.683]]"
5831402_1_0_void.stl,YES,8,"[6.291, -1.377, 61.591]","[[5.819, -1.561, 59.568], [6.763, -1.193, 63.614]]"
5831402_1_0_void.stl,YES,9,"[7.817, -5.681, 15.465]","[[7.705, -5.88, 14.679], [7.929, -5.483, 16.252]]"
5831402_1_0_void.stl,YES,10,"[6.461, -5.552, 23.168]","[[6.425, -5.589, 22.956], [6.497, -5.515, 23.381]]"
5831402_1_0_void.stl,YES,11,"[7.639, -3.62, 46.894]","[[7.285, -3.868, 45.909], [7.993, -3.371, 47.879]]"
5831402_1_0_void.stl,YES,12,"[-8.43, 0.542, 75.107]","[[-8.431, 0.54, 75.101], [-8.429, 0.543, 75.113]]"
5831402_1_0_void.stl,YES,13,"[-5.9, 4.466, 53.473]","[[-6.073, 4.226, 52.605], [-5.728, 4.707, 54.342]]"
5922844_1_3_void.stl,YES,1,"[12.016, 0.091, 22.007]","[[12.0, -0.071, 21.737], [12.064, 0.175, 22.104]]"
5922844_1_3_void.stl,YES,2,"[-12.016, 0.091, 22.007]","[[-12.064, -0.071, 21.737], [-12.0, 0.175, 22.104]]"
5785050_2_2_void.stl,YES,1,"[-8.498, -4.175, 30.172]","[[-11.991, -6.456, 27.637], [-5.004, -1.895, 32.707]]"
5922844_1_2_void.stl,YES,1,"[12.016, 0.091, 22.007]","[[12.0, -0.071, 21.737], [12.064, 0.175, 22.104]]"
5922844_1_2_void.stl,YES,2,"[-12.016, 0.091, 22.007]","[[-12.064, -0.071, 21.737], [-12.0, 0.175, 22.104]]"
5785050_2_3_void.stl,YES,1,"[7.651, 2.163, 9.656]","[[3.228, -1.34, 5.42], [12.075, 5.666, 13.892]]"
5785050_2_3_void.stl,YES,2,"[15.451, 6.187, 16.818]","[[15.298, 6.025, 16.7], [15.604, 6.348, 16.935]]"
5785050_2_3_void.stl,YES,3,"[-5.823, 3.89, 23.402]","[[-5.912, 3.828, 23.337], [-5.734, 3.951, 23.467]]"
5785050_2_3_void.stl,YES,4,"[-15.875, 0.168, 17.932]","[[-16.235, -0.164, 17.29], [-15.515, 0.501, 18.573]]"
5785050_2_3_void.stl,YES,5,"[-12.875, -0.362, 30.479]","[[-13.089, -0.517, 30.263], [-12.662, -0.206, 30.695]]"
5785050_2_3_void.stl,YES,6,"[8.095, -11.636, 23.525]","[[6.855, -12.169, 21.727], [9.336, -11.102, 25.324]]"
5903116_6_1_void.stl,YES,1,"[-4.643, -1.374, 1.031]","[[-4.862, -1.567, 0.999], [-4.423, -1.181, 1.064]]"
5903116_6_1_void.stl,YES,2,"[-2.898, -8.396, 5.015]","[[-2.898, -8.396, 5.015], [-2.897, -8.396, 5.015]]"
5903116_6_1_void.stl,YES,3,"[-6.598, -0.87, 5.623]","[[-6.676, -0.928, 5.608], [-6.521, -0.813, 5.638]]"
5903116_6_1_void.stl,YES,4,"[3.949, -8.611, 0.752]","[[3.936, -8.637, 0.748], [3.961, -8.586, 0.756]]"
5903116_6_1_void.stl,YES,5,"[-5.531, 3.647, 2.871]","[[-6.101, 2.854, 2.683], [-4.961, 4.44, 3.06]]"
5903116_6_1_void.stl,YES,6,"[3.148, 8.544, 2.25]","[[3.14, 8.53, 2.247], [3.156, 8.557, 2.253]]"
5903116_6_0_void.stl,YES,1,"[-1.315, -5.408, 2.615]","[[-1.468, -5.574, 2.582], [-1.162, -5.242, 2.647]]"
5903116_6_0_void.stl,YES,2,"[-2.528, 8.249, 1.495]","[[-2.57, 8.194, 1.464], [-2.486, 8.304, 1.526]]"
5903116_6_0_void.stl,YES,3,"[0.192, -6.871, 4.789]","[[-1.229, -8.585, 3.827], [1.613, -5.157, 5.752]]"
5859701_1_0_void.stl,NO,,,
5849854_2_2_void.stl,NO,,,
5849854_2_3_void.stl,NO,,,
5879302_1_0_void.stl,YES,1,"[1.08, 3.85, 14.142]","[[1.08, 3.85, 14.142], [1.08, 3.85, 14.143]]"
5879302_1_0_void.stl,YES,2,"[19.936, 4.162, 4.41]","[[19.936, 4.162, 4.41], [19.937, 4.162, 4.411]]"
5879302_1_0_void.stl,YES,3,"[5.514, 5.436, 21.216]","[[5.339, 5.386, 20.903], [5.689, 5.486, 21.529]]"
5826735_1_0_void.stl,NO,,,
5879302_1_1_void.stl,YES,1,"[10.744, 2.764, 10.409]","[[10.718, 2.757, 10.388], [10.77, 2.77, 10.429]]"
5879302_1_1_void.stl,YES,2,"[9.716, 5.092, 7.6]","[[9.686, 5.081, 7.556], [9.746, 5.103, 7.645]]"
5879302_1_1_void.stl,YES,3,"[5.159, 1.931, 17.656]","[[5.159, 1.931, 17.656], [5.159, 1.931, 17.656]]"
5826735_1_1_void.stl,YES,1,"[16.528, 23.432, 1.942]","[[14.386, 18.992, 1.773], [18.67, 27.871, 2.11]]"
5826735_1_1_void.stl,YES,2,"[-8.98, 12.242, 1.436]","[[-9.907, 11.119, 1.401], [-8.054, 13.365, 1.471]]"
5826735_1_1_void.stl,YES,3,"[-8.927, -6.733, 1.642]","[[-14.485, -15.018, 1.332], [-3.368, 1.552, 1.952]]"
5856715_4_1_void.stl,NO,,,
5840852_4_0_void.stl,YES,1,"[-7.704, -9.925, 1.405]","[[-7.792, -10.012, 1.348], [-7.616, -9.838, 1.463]]"
5840852_4_0_void.stl,YES,2,"[-12.795, -10.915, 5.511]","[[-12.802, -10.929, 5.496], [-12.787, -10.902, 5.525]]"
5840852_4_0_void.stl,YES,3,"[9.026, -1.524, 15.174]","[[6.279, -5.442, 10.597], [11.773, 2.394, 19.75]]"
5840852_4_0_void.stl,YES,4,"[9.752, 6.824, 9.375]","[[6.094, 3.772, 7.689], [13.41, 9.876, 11.061]]"
5840852_4_0_void.stl,YES,5,"[9.603, -6.76, 6.923]","[[9.591, -6.787, 6.901], [9.614, -6.732, 6.945]]"
5840852_4_0_void.stl,YES,6,"[11.319, -8.962, 21.696]","[[9.505, -10.404, 20.681], [13.132, -7.52, 22.711]]"
5840852_4_0_void.stl,YES,7,"[8.626, -11.702, 8.022]","[[8.44, -11.822, 7.92], [8.812, -11.582, 8.124]]"
5840852_4_0_void.stl,YES,8,"[8.675, 11.675, 10.937]","[[8.633, 11.644, 10.909], [8.716, 11.707, 10.965]]"
5840852_4_0_void.stl,YES,9,"[8.267, -9.703, 37.193]","[[8.243, -9.748, 37.159], [8.292, -9.659, 37.226]]"
5840852_4_0_void.stl,YES,10,"[-3.949, -11.792, 5.781]","[[-4.705, -12.493, 5.466], [-3.193, -11.091, 6.097]]"
5840852_4_0_void.stl,YES,11,"[12.215, -9.694, 30.671]","[[12.201, -9.707, 30.661], [12.229, -9.68, 30.681]]"
