file,has_hidden_void,void_num,center_mass,bounds
5805749_3_0_void.stl,YES,2,"[1.802, 1.449, 2.182]","[[1.801, 1.448, 2.182], [1.802, 1.449, 2.182]]"
5821387_1_0_void.stl,NO,,,
5803369_11_2_void.stl,NO,,,
5821387_1_1_void.stl,NO,,,
5803369_11_3_void.stl,NO,,,
5709416_3_0_void.stl,YES,1,"[25.001, 9.702, 48.411]","[[25.001, 9.702, 48.411], [25.001, 9.702, 48.411]]"
5709416_3_0_void.stl,YES,2,"[47.871, 3.033, 38.094]","[[47.808, 3.02, 38.019], [47.935, 3.046, 38.169]]"
5709416_3_0_void.stl,YES,3,"[54.259, 0.869, 0.21]","[[54.257, 0.868, 0.209], [54.26, 0.87, 0.211]]"
5826522_2_6_void.stl,YES,1,"[-5.282, -3.089, 1.642]","[[-5.682, -3.175, 1.562], [-4.882, -3.004, 1.722]]"
5826522_2_6_void.stl,YES,2,"[1.359, 0.863, 1.515]","[[0.903, 0.663, 1.335], [1.816, 1.063, 1.694]]"
5826522_2_6_void.stl,YES,3,"[19.375, 4.012, 1.959]","[[18.801, 3.939, 1.889], [19.948, 4.084, 2.029]]"
5826522_2_6_void.stl,YES,4,"[-16.996, 4.012, 1.62]","[[-18.375, 3.649, 1.344], [-15.617, 4.375, 1.896]]"
5787004_1_9_void.stl,NO,,,
5709416_3_1_void.stl,YES,1,"[30.198, 0.965, 40.208]","[[30.025, 0.865, 39.98], [30.371, 1.065, 40.437]]"
5787004_1_8_void.stl,NO,,,
5826522_2_7_void.stl,NO,,,
5840852_5_2_void.stl,YES,1,"[-6.262, 22.515, 13.646]","[[-9.8, 17.097, 12.835], [-2.724, 27.934, 14.456]]"
5840852_5_2_void.stl,YES,2,"[8.878, 1.572, 15.332]","[[6.687, -3.817, 13.479], [11.069, 6.962, 17.184]]"
5840852_5_2_void.stl,YES,3,"[10.271, 19.028, 7.514]","[[2.646, 13.279, 4.173], [17.897, 24.776, 10.854]]"
5819966_1_4_void.stl,NO,,,
5840852_5_3_void.stl,YES,1,"[-18.599, 3.107, 17.672]","[[-19.406, 2.619, 17.3], [-17.792, 3.595, 18.045]]"
5840852_5_3_void.stl,YES,2,"[-20.583, 29.697, 17.284]","[[-20.617, 29.682, 17.273], [-20.548, 29.712, 17.296]]"
5819966_1_5_void.stl,YES,1,"[-0.416, 1.637, 8.797]","[[-0.445, 1.611, 8.741], [-0.387, 1.664, 8.853]]"
5821076_2_10_void.stl,YES,1,"[17.232, 49.931, 20.422]","[[17.23, 49.93, 20.42], [17.235, 49.933, 20.424]]"
5821076_2_10_void.stl,YES,2,"[25.964, 27.368, 56.585]","[[25.921, 27.361, 56.555], [26.007, 27.375, 56.614]]"
5731853_1_0_void.stl,YES,1,"[33.266, 43.465, 104.696]","[[33.138, 43.432, 104.588], [33.394, 43.499, 104.804]]"
5731853_1_0_void.stl,YES,2,"[6.272, 17.58, 5.843]","[[6.233, 17.577, 5.817], [6.311, 17.584, 5.87]]"
5780726_1_3_void.stl,NO,,,
5821076_2_11_void.stl,NO,,,
5731853_1_1_void.stl,YES,1,"[60.971, 12.678, 91.96]","[[59.991, 12.581, 91.53], [61.95, 12.774, 92.39]]"
5731853_1_1_void.stl,YES,2,"[58.577, 11.79, 76.478]","[[58.465, 11.768, 76.366], [58.689, 11.813, 76.59]]"
5780726_1_2_void.stl,NO,,,
5765487_3_10_void.stl,NO,,,
5885189_4_11_void.stl,YES,1,"[2.522, 97.376, 0.227]","[[2.395, 95.983, 0.142], [2.649, 98.769, 0.312]]"
5885189_4_11_void.stl,YES,2,"[-0.496, 31.554, 0.152]","[[-0.504, 31.459, 0.147], [-0.487, 31.649, 0.157]]"
5885189_4_11_void.stl,YES,3,"[1.661, 91.353, 0.195]","[[1.648, 90.72, 0.18], [1.675, 91.987, 0.211]]"
5892823_2_9_void.stl,NO,,,
5885189_4_10_void.stl,YES,1,"[0.735, 95.434, 3.177]","[[0.732, 95.373, 3.174], [0.738, 95.494, 3.179]]"
5892823_2_8_void.stl,NO,,,
5921362_1_3_void.stl,YES,1,"[6.745, 8.598, 2.424]","[[6.743, 8.596, 2.424], [6.746, 8.6, 2.424]]"
5921362_1_3_void.stl,YES,2,"[-7.037, -7.254, 2.184]","[[-7.05, -7.261, 2.181], [-7.023, -7.248, 2.188]]"
5921362_1_3_void.stl,YES,3,"[-8.177, 6.46, 3.763]","[[-8.184, 6.449, 3.761], [-8.171, 6.472, 3.766]]"
5908466_1_3_void.stl,NO,,,
5779197_2_9_void.stl,NO,,,
5838704_2_5_void.stl,NO,,,
5908466_1_2_void.stl,NO,,,
5921362_1_2_void.stl,YES,1,"[-7.654, 6.958, 1.826]","[[-7.662, 6.944, 1.823], [-7.645, 6.973, 1.829]]"
5921362_1_2_void.stl,YES,2,"[4.483, -9.471, 1.019]","[[4.483, -9.472, 1.019], [4.483, -9.471, 1.019]]"
5838704_2_4_void.stl,NO,,,
5779197_2_8_void.stl,NO,,,
5840852_9_0_void.stl,NO,,,
5849854_2_8_void.stl,NO,,,
5840852_9_1_void.stl,YES,1,"[16.695, -12.366, 0.955]","[[16.15, -13.207, 0.506], [17.24, -11.526, 1.403]]"
5849854_2_9_void.stl,NO,,,
5771278_1_5_void.stl,YES,1,"[24.328, 12.74, 1.907]","[[24.308, 12.734, 1.905], [24.348, 12.745, 1.908]]"
5771278_1_5_void.stl,YES,2,"[7.389, 12.045, 0.205]","[[7.386, 12.043, 0.204], [7.392, 12.046, 0.205]]"
5771278_1_5_void.stl,YES,3,"[25.854, 12.424, 0.093]","[[25.787, 12.395, 0.083], [25.922, 12.454, 0.102]]"
5771278_1_5_void.stl,YES,4,"[27.694, 14.873, 1.07]","[[27.42, 14.682, 1.035], [27.969, 15.063, 1.105]]"
5858994_1_10_void.stl,NO,,,
5771278_1_4_void.stl,YES,1,"[4.914, 6.622, 3.285]","[[4.911, 6.621, 3.285], [4.917, 6.623, 3.285]]"
5858994_1_11_void.stl,NO,,,
5874516_1_5_void.stl,YES,1,"[-2.88, -0.516, 1.093]","[[-2.885, -0.52, 1.092], [-2.875, -0.512, 1.095]]"
5874516_1_4_void.stl,NO,,,
5815969_4_4_void.stl,NO,,,
5815969_4_5_void.stl,NO,,,
5709416_5_11_void.stl,YES,1,"[9.978, 6.457, 9.046]","[[9.977, 6.456, 9.046], [9.979, 6.457, 9.047]]"
5709416_5_10_void.stl,NO,,,
5844796_1_4_void.stl,NO,,,
5873277_1_0_void.stl,NO,,,
5840784_3_0_void.stl,NO,,,
5844796_1_5_void.stl,NO,,,
5840784_3_1_void.stl,YES,1,"[115.441, 15.889, 43.768]","[[115.434, 15.887, 43.763], [115.449, 15.89, 43.773]]"
5873277_1_1_void.stl,NO,,,
5806465_2_5_void.stl,NO,,,
5800327_3_4_void.stl,YES,1,"[-2.483, -3.076, 5.167]","[[-2.486, -3.078, 5.161], [-2.48, -3.073, 5.172]]"
5887493_1_11_void.stl,YES,1,"[10.885, 0.961, 17.498]","[[10.748, 0.926, 17.366], [11.023, 0.995, 17.63]]"
5887493_1_11_void.stl,YES,2,"[-5.207, 2.425, 2.978]","[[-5.358, 2.355, 2.798], [-5.056, 2.495, 3.159]]"
5887493_1_11_void.stl,YES,3,"[3.503, -1.433, 23.365]","[[3.408, -1.469, 23.308], [3.599, -1.398, 23.423]]"
5773128_1_3_void.stl,NO,,,
5799425_5_3_void.stl,YES,1,"[-0.411, 8.435, 0.855]","[[-0.434, 8.425, 0.848], [-0.387, 8.446, 0.861]]"
5800327_3_5_void.stl,YES,1,"[3.934, 2.677, 0.565]","[[3.933, 2.677, 0.564], [3.934, 2.677, 0.565]]"
5806465_2_4_void.stl,NO,,,
5887493_1_10_void.stl,YES,1,"[3.992, 0.275, 22.934]","[[3.992, 0.275, 22.933], [3.993, 0.275, 22.934]]"
5799425_5_2_void.stl,YES,1,"[-0.313, 1.801, 1.025]","[[-0.372, 1.701, 1.008], [-0.253, 1.902, 1.042]]"
5773128_1_2_void.stl,NO,,,
5769537_1_10_void.stl,NO,,,
5856715_2_5_void.stl,NO,,,
5840852_2_4_void.stl,NO,,,
5856715_2_4_void.stl,NO,,,
5840852_2_5_void.stl,YES,1,"[0.107, 27.633, 8.477]","[[-0.311, 27.201, 8.307], [0.525, 28.064, 8.646]]"
5840852_2_5_void.stl,YES,2,"[0.82, 15.903, 7.471]","[[0.711, 15.79, 7.426], [0.929, 16.016, 7.515]]"
5803369_2_6_void.stl,NO,,,
5795794_1_6_void.stl,YES,1,"[74.72, 31.217, 0.345]","[[74.711, 31.209, 0.344], [74.729, 31.224, 0.345]]"
5911816_6_2_void.stl,NO,,,
5803369_2_7_void.stl,NO,,,
5795794_1_7_void.stl,NO,,,
5779197_2_12_void.stl,NO,,,
5831402_1_1_void.stl,YES,1,"[-3.482, -2.082, 89.458]","[[-3.512, -2.106, 89.365], [-3.451, -2.057, 89.552]]"
5831402_1_1_void.stl,YES,2,"[-4.408, 4.494, 19.626]","[[-4.573, 4.237, 18.881], [-4.243, 4.752, 20.37]]"
5831402_1_1_void.stl,YES,3,"[1.866, 4.048, 44.415]","[[1.738, 3.925, 44.005], [1.993, 4.171, 44.825]]"
5830102_1_1_void.stl,YES,1,"[24.946, 36.766, 40.073]","[[24.474, 36.276, 39.713], [25.419, 37.255, 40.433]]"
5830102_1_1_void.stl,YES,2,"[-19.107, -6.956, 47.454]","[[-19.115, -6.972, 47.448], [-19.1, -6.939, 47.459]]"
5830102_1_1_void.stl,YES,3,"[30.242, -8.953, 2.273]","[[29.825, -9.431, 2.07], [30.66, -8.475, 2.476]]"
5830102_1_1_void.stl,YES,4,"[9.804, 26.648, 35.476]","[[9.787, 26.622, 35.467], [9.822, 26.675, 35.485]]"
5837782_1_3_void.stl,YES,1,"[8.21, 38.326, 0.576]","[[8.106, 38.229, 0.562], [8.313, 38.424, 0.59]]"
5837782_1_3_void.stl,YES,2,"[40.698, 1.676, 0.958]","[[40.602, 1.62, 0.948], [40.795, 1.732, 0.968]]"
5837782_1_3_void.stl,YES,3,"[14.172, 21.239, 0.787]","[[13.88, 21.086, 0.763], [14.464, 21.392, 0.811]]"
5830102_1_0_void.stl,YES,1,"[-26.087, 28.529, 36.602]","[[-27.33, 26.247, 35.989], [-24.845, 30.81, 37.215]]"
5830102_1_0_void.stl,YES,2,"[-6.864, 29.382, 2.891]","[[-7.016, 29.285, 2.846], [-6.712, 29.479, 2.936]]"
5830102_1_0_void.stl,YES,3,"[49.783, -19.291, 13.952]","[[49.649, -19.444, 13.883], [49.917, -19.138, 14.021]]"
5830102_1_0_void.stl,YES,4,"[-21.991, -3.074, 45.983]","[[-22.059, -3.105, 45.957], [-21.922, -3.044, 46.009]]"
5830102_1_0_void.stl,YES,5,"[46.195, 46.587, 20.769]","[[45.606, 45.75, 20.23], [46.784, 47.424, 21.307]]"
5831402_1_0_void.stl,YES,1,"[-4.478, -4.911, 86.249]","[[-4.489, -4.937, 86.178], [-4.467, -4.885, 86.32]]"
5831402_1_0_void.stl,YES,2,"[1.444, 3.984, 4.004]","[[1.444, 3.984, 4.003], [1.444, 3.984, 4.004]]"
5831402_1_0_void.stl,YES,3,"[-0.33, 4.338, 13.0]","[[-0.459, 4.095, 12.309], [-0.202, 4.582, 13.692]]"
5837782_1_2_void.stl,NO,,,
5922844_1_3_void.stl,YES,1,"[12.016, 0.091, 22.007]","[[12.0, -0.071, 21.737], [12.064, 0.175, 22.104]]"
5922844_1_3_void.stl,YES,2,"[-12.016, 0.091, 22.007]","[[-12.064, -0.071, 21.737], [-12.0, 0.175, 22.104]]"
5840852_1_11_void.stl,NO,,,
5840852_1_10_void.stl,NO,,,
5922844_1_2_void.stl,YES,1,"[12.016, 0.091, 22.007]","[[12.0, -0.071, 21.737], [12.064, 0.175, 22.104]]"
5922844_1_2_void.stl,YES,2,"[-12.016, 0.091, 22.007]","[[-12.064, -0.071, 21.737], [-12.0, 0.175, 22.104]]"
5784673_1_0_void.stl,NO,,,
5836241_1_4_void.stl,YES,1,"[15.184, -11.846, 13.58]","[[15.183, -11.846, 13.58], [15.184, -11.845, 13.58]]"
5836241_1_4_void.stl,YES,2,"[-4.891, 8.131, 10.279]","[[-4.958, 7.961, 10.255], [-4.824, 8.302, 10.302]]"
5836241_1_4_void.stl,YES,3,"[-1.17, 39.423, 8.826]","[[-1.267, 39.37, 8.799], [-1.072, 39.476, 8.852]]"
5823799_2_11_void.stl,NO,,,
5832367_2_7_void.stl,YES,1,"[-0.158, -1.128, 0.324]","[[-0.736, -1.694, 0.275], [0.42, -0.562, 0.373]]"
5836241_1_5_void.stl,YES,1,"[20.603, -14.656, 8.986]","[[20.596, -14.666, 8.984], [20.61, -14.646, 8.988]]"
5836241_1_5_void.stl,YES,2,"[12.206, -4.644, 7.377]","[[12.047, -4.847, 7.347], [12.366, -4.442, 7.406]]"
5836241_1_5_void.stl,YES,3,"[-3.062, 22.415, 16.166]","[[-3.103, 22.37, 16.153], [-3.022, 22.461, 16.179]]"
5836241_1_5_void.stl,YES,4,"[-2.427, 48.783, 11.751]","[[-2.441, 48.757, 11.745], [-2.412, 48.808, 11.757]]"
5836241_1_5_void.stl,YES,5,"[-2.575, 9.878, 11.891]","[[-4.307, 6.979, 11.215], [-0.843, 12.777, 12.568]]"
5832367_2_6_void.stl,YES,1,"[-0.58, 1.927, 0.424]","[[-0.63, 1.884, 0.42], [-0.53, 1.969, 0.427]]"
5832367_2_6_void.stl,YES,2,"[0.439, 0.25, 0.256]","[[-0.373, -0.458, 0.189], [1.251, 0.958, 0.324]]"
5832367_2_6_void.stl,YES,3,"[-1.047, 3.155, 0.067]","[[-1.128, 3.067, 0.055], [-0.967, 3.242, 0.078]]"
5823799_2_10_void.stl,NO,,,
5903116_6_1_void.stl,YES,1,"[-8.006, 4.309, 4.06]","[[-8.14, 4.222, 3.996], [-7.872, 4.395, 4.124]]"
5903116_6_1_void.stl,YES,2,"[7.828, -2.091, 4.901]","[[6.799, -3.274, 4.355], [8.857, -0.907, 5.447]]"
5903116_6_1_void.stl,YES,3,"[4.753, 8.468, 4.19]","[[4.75, 8.465, 4.189], [4.757, 8.471, 4.19]]"
5903116_6_0_void.stl,YES,1,"[-8.138, 3.985, 4.647]","[[-8.316, 3.797, 4.584], [-7.961, 4.174, 4.71]]"
5903116_6_0_void.stl,YES,2,"[0.56, -9.003, 0.817]","[[0.533, -9.025, 0.811], [0.587, -8.98, 0.824]]"
5903116_6_0_void.stl,YES,3,"[-7.068, 2.649, 3.346]","[[-8.619, 1.302, 2.936], [-5.517, 3.996, 3.755]]"
5903116_6_0_void.stl,YES,4,"[-2.483, -8.216, 1.316]","[[-2.904, -8.542, 1.155], [-2.063, -7.89, 1.477]]"
5859701_1_1_void.stl,NO,,,
5859701_1_0_void.stl,NO,,,
5908466_1_9_void.stl,NO,,,
5414790_1_7_void.stl,YES,1,"[3.999, -1.683, 0.633]","[[3.992, -1.69, 0.631], [4.006, -1.677, 0.635]]"
5414790_1_7_void.stl,YES,2,"[8.864, -6.892, 0.675]","[[8.713, -7.185, 0.602], [9.015, -6.598, 0.748]]"
5414790_1_7_void.stl,YES,3,"[8.652, -2.151, 3.844]","[[8.619, -2.183, 3.837], [8.686, -2.12, 3.85]]"
5414790_1_7_void.stl,YES,4,"[-10.714, -5.824, 2.183]","[[-13.085, -7.791, 1.443], [-8.343, -3.857, 2.922]]"
5414790_1_7_void.stl,YES,5,"[-7.27, 3.392, 1.562]","[[-7.309, 3.351, 1.54], [-7.232, 3.434, 1.585]]"
5921362_1_9_void.stl,NO,,,
5882085_1_11_void.stl,NO,,,
5779197_2_3_void.stl,NO,,,
5414790_1_6_void.stl,YES,1,"[-6.083, -7.356, 1.304]","[[-7.321, -8.491, 0.76], [-4.844, -6.221, 1.848]]"
5921362_1_8_void.stl,NO,,,
5908466_1_8_void.stl,NO,,,
5779197_2_2_void.stl,NO,,,
5882085_1_10_void.stl,NO,,,
5849854_2_2_void.stl,NO,,,
5799425_3_7_void.stl,YES,1,"[-0.086, 1.31, 0.103]","[[-0.097, 1.185, 0.096], [-0.075, 1.436, 0.11]]"
5799425_3_7_void.stl,YES,2,"[0.014, 0.774, 0.164]","[[-0.227, -0.798, 0.116], [0.254, 2.346, 0.212]]"
5799425_3_7_void.stl,YES,3,"[-0.295, -2.734, 0.152]","[[-0.363, -2.944, 0.136], [-0.228, -2.524, 0.168]]"
5799425_3_6_void.stl,YES,1,"[0.099, -0.856, 0.19]","[[-0.018, -1.267, 0.165], [0.216, -0.444, 0.215]]"
5849854_2_3_void.stl,NO,,,
5879302_1_0_void.stl,YES,1,"[1.138, 0.273, 12.555]","[[0.767, 0.025, 11.687], [1.509, 0.52, 13.423]]"
5879302_1_0_void.stl,YES,2,"[6.218, 1.823, 8.464]","[[6.095, 1.807, 8.384], [6.342, 1.839, 8.544]]"
5826735_1_0_void.stl,YES,1,"[-6.488, 30.125, 1.363]","[[-12.027, 21.965, 0.967], [-0.949, 38.285, 1.759]]"
5826735_1_0_void.stl,YES,2,"[14.267, 41.916, 2.615]","[[14.062, 41.595, 2.599], [14.472, 42.236, 2.632]]"
5826735_1_0_void.stl,YES,3,"[0.252, -12.231, 1.699]","[[0.151, -12.438, 1.69], [0.353, -12.023, 1.708]]"
5826735_1_0_void.stl,YES,4,"[-8.89, -2.649, 0.264]","[[-8.89, -2.65, 0.263], [-8.889, -2.648, 0.264]]"
5879302_1_1_void.stl,YES,1,"[0.847, 1.048, 16.064]","[[0.838, 1.044, 16.045], [0.855, 1.052, 16.082]]"
5826735_1_1_void.stl,NO,,,
5856715_4_1_void.stl,NO,,,
5840852_4_0_void.stl,NO,,,
5892823_2_3_void.stl,YES,1,"[19.804, 1.96, 11.964]","[[19.801, 1.92, 11.963], [19.806, 2.0, 11.965]]"
5892823_2_3_void.stl,YES,2,"[-0.956, -98.582, 5.325]","[[-1.242, -103.111, 5.063], [-0.669, -94.054, 5.587]]"
5856715_4_0_void.stl,NO,,,
5840852_4_1_void.stl,YES,1,"[10.996, -10.747, 35.385]","[[10.629, -11.217, 34.522], [11.364, -10.277, 36.248]]"
5892823_2_2_void.stl,YES,1,"[-2.525, 4.384, 2.746]","[[-2.683, 2.537, 2.671], [-2.368, 6.231, 2.822]]"
5892823_2_2_void.stl,YES,2,"[7.459, 41.458, 1.92]","[[7.39, 40.173, 1.862], [7.529, 42.743, 1.977]]"
5797392_1_4_void.stl,NO,,,
5844344_5_3_void.stl,NO,,,
5797392_1_5_void.stl,NO,,,
5844344_5_2_void.stl,YES,1,"[-5.17, -0.372, 11.736]","[[-5.188, -0.376, 11.733], [-5.152, -0.368, 11.739]]"
5844344_5_2_void.stl,YES,2,"[-23.708, 10.21, 6.271]","[[-24.277, 10.156, 6.183], [-23.139, 10.263, 6.358]]"
5875428_1_1_void.stl,NO,,,
5875428_1_0_void.stl,YES,1,"[68.977, -1.855, 1.797]","[[68.929, -1.945, 1.792], [69.025, -1.765, 1.803]]"
5795286_1_1_void.stl,NO,,,
5852998_2_2_void.stl,NO,,,
5815969_2_0_void.stl,NO,,,
5787004_1_3_void.stl,NO,,,
5815969_2_1_void.stl,YES,1,"[36.968, 3.703, 2.249]","[[36.863, 3.58, 2.148], [37.073, 3.825, 2.351]]"
5787004_1_2_void.stl,NO,,,
5852998_2_3_void.stl,NO,,,
5885189_6_14_void.stl,YES,1,"[1.266, 63.427, 1.092]","[[1.245, 62.926, 1.045], [1.287, 63.928, 1.14]]"
5876560_1_0_void.stl,NO,,,
5803369_11_8_void.stl,NO,,,
5803369_11_9_void.stl,NO,,,
5862256_1_4_void.stl,NO,,,
5765487_3_6_void.stl,YES,1,"[-10.124, 2.01, 6.355]","[[-10.524, 1.847, 6.17], [-9.725, 2.174, 6.54]]"
5765487_3_6_void.stl,YES,2,"[-13.392, 0.952, 22.536]","[[-13.393, 0.952, 22.536], [-13.392, 0.953, 22.536]]"
5830353_1_2_void.stl,YES,1,"[0.454, 1.651, 0.68]","[[0.417, 1.631, 0.67], [0.49, 1.672, 0.689]]"
5862256_1_5_void.stl,NO,,,
5765487_3_7_void.stl,YES,1,"[10.764, 6.012, 16.805]","[[7.987, 3.805, 15.524], [13.541, 8.219, 18.086]]"
5765487_3_7_void.stl,YES,2,"[-2.276, 17.454, 36.258]","[[-2.277, 17.453, 36.257], [-2.276, 17.454, 36.258]]"
5821076_2_1_void.stl,NO,,,
5873277_3_10_void.stl,YES,1,"[-33.537, 15.218, 0.744]","[[-35.847, 13.763, 0.52], [-31.228, 16.674, 0.969]]"
5873277_3_10_void.stl,YES,2,"[-37.868, 4.603, 0.607]","[[-38.536, 4.056, 0.509], [-37.201, 5.151, 0.705]]"
5873277_3_10_void.stl,YES,3,"[18.149, 10.76, 0.459]","[[16.102, 9.161, 0.305], [20.196, 12.359, 0.613]]"
5885189_6_6_void.stl,YES,1,"[2.851, 44.664, 0.6]","[[2.851, 44.66, 0.599], [2.851, 44.668, 0.6]]"
5885189_6_6_void.stl,YES,2,"[-1.323, 81.592, 7.28]","[[-1.396, 80.823, 7.193], [-1.251, 82.361, 7.367]]"
5873277_3_11_void.stl,YES,1,"[15.896, 12.223, 0.954]","[[13.037, 11.066, 0.741], [18.754, 13.379, 1.166]]"
5885189_6_7_void.stl,YES,1,"[-4.444, 101.641, 6.583]","[[-4.444, 101.639, 6.582], [-4.444, 101.644, 6.583]]"
5821076_2_0_void.stl,YES,1,"[19.205, 12.94, 60.841]","[[19.205, 12.94, 60.84], [19.205, 12.941, 60.841]]"
5803369_10_0_void.stl,NO,,,
5826710_2_4_void.stl,NO,,,
5826710_2_5_void.stl,YES,1,"[48.593, 36.318, 3.145]","[[48.59, 36.315, 3.144], [48.597, 36.32, 3.146]]"
5803369_10_1_void.stl,NO,,,
5803922_1_9_void.stl,YES,1,"[-6.565, 0.725, 55.784]","[[-6.591, 0.7, 55.76], [-6.538, 0.751, 55.808]]"
5803922_1_8_void.stl,YES,1,"[-6.897, 1.2, 22.192]","[[-7.281, 0.835, 21.666], [-6.513, 1.564, 22.719]]"
5803922_1_8_void.stl,YES,2,"[0.842, -5.207, 57.548]","[[0.839, -5.21, 57.543], [0.845, -5.204, 57.552]]"
5803922_1_8_void.stl,YES,3,"[-2.75, -0.856, 59.162]","[[-3.721, -1.571, 57.478], [-1.779, -0.14, 60.846]]"
5785050_4_6_void.stl,YES,1,"[58.02, -0.412, 4.091]","[[57.752, -0.483, 4.045], [58.287, -0.341, 4.136]]"
5823799_7_0_void.stl,NO,,,
5823799_7_1_void.stl,YES,1,"[209.862, 32.673, 0.776]","[[209.833, 32.667, 0.775], [209.891, 32.678, 0.777]]"
5785050_4_7_void.stl,YES,1,"[-10.241, -16.852, 7.279]","[[-11.287, -17.273, 7.105], [-9.196, -16.431, 7.453]]"
5785050_4_7_void.stl,YES,2,"[53.234, -10.373, 9.735]","[[53.234, -10.373, 9.735], [53.235, -10.373, 9.735]]"
5785050_4_7_void.stl,YES,3,"[25.638, -10.744, 3.227]","[[25.54, -10.781, 3.21], [25.735, -10.707, 3.245]]"
5785050_4_7_void.stl,YES,4,"[22.532, -17.742, 11.882]","[[21.264, -18.373, 11.622], [23.799, -17.112, 12.142]]"
5829845_2_12_void.stl,NO,,,
5785050_7_2_void.stl,YES,1,"[-8.714, -20.464, 3.349]","[[-8.765, -20.488, 3.338], [-8.663, -20.44, 3.36]]"
5785050_7_2_void.stl,YES,2,"[-19.716, -8.809, 2.113]","[[-19.861, -9.072, 2.059], [-19.57, -8.546, 2.167]]"
5830353_1_11_void.stl,YES,1,"[0.46, 1.548, 0.112]","[[0.456, 1.545, 0.111], [0.465, 1.551, 0.113]]"
5830353_1_11_void.stl,YES,2,"[0.149, -0.175, 0.696]","[[0.148, -0.177, 0.696], [0.15, -0.173, 0.696]]"
5830353_1_11_void.stl,YES,3,"[0.75, 0.122, 0.807]","[[0.714, 0.105, 0.797], [0.786, 0.139, 0.817]]"
5830353_1_11_void.stl,YES,4,"[0.607, -1.614, 0.253]","[[0.569, -1.631, 0.246], [0.645, -1.596, 0.26]]"
5826710_1_0_void.stl,NO,,,
5816424_1_6_void.stl,NO,,,
5826710_1_1_void.stl,NO,,,
5821076_1_5_void.stl,YES,1,"[111.295, 2.15, 74.106]","[[111.292, 2.149, 74.104], [111.298, 2.15, 74.108]]"
5783959_1_3_void.stl,YES,1,"[-2.929, 1.679, 11.112]","[[-2.99, 1.614, 10.922], [-2.872, 1.751, 11.245]]"
5783959_1_3_void.stl,YES,2,"[10.031, 1.857, 10.902]","[[9.853, 1.656, 10.214], [10.246, 2.121, 11.298]]"
5783959_1_3_void.stl,YES,3,"[2.444, 0.175, 5.506]","[[2.416, 0.139, 5.481], [2.473, 0.21, 5.53]]"
5783959_1_3_void.stl,YES,4,"[10.244, 9.986, 7.507]","[[10.244, 9.986, 7.507], [10.245, 9.986, 7.507]]"
5803369_7_6_void.stl,YES,1,"[-3.795, -14.35, 5.098]","[[-5.256, -18.696, 0.753], [-2.339, -10.002, 9.446]]"
5885189_5_2_void.stl,NO,,,
5805749_3_11_void.stl,YES,1,"[13.275, 5.44, 1.653]","[[8.404, 4.26, 1.056], [18.146, 6.619, 2.25]]"
5866985_1_3_void.stl,YES,1,"[-13.54, -1.116, 28.024]","[[-16.706, -5.487, 22.947], [-10.373, 3.255, 33.101]]"
5866985_1_3_void.stl,YES,2,"[6.249, 16.088, 12.722]","[[4.843, 15.068, 12.109], [7.654, 17.108, 13.335]]"
5866985_1_3_void.stl,YES,3,"[-6.319, -10.436, 36.077]","[[-7.91, -14.08, 34.7], [-4.728, -6.793, 37.455]]"
5911816_3_3_void.stl,NO,,,
5758968_9_3_void.stl,NO,,,
5853274_1_6_void.stl,YES,1,"[-10.43, 35.267, 53.431]","[[-10.431, 35.266, 53.431], [-10.428, 35.268, 53.432]]"
5853274_1_6_void.stl,YES,2,"[39.472, -37.415, 36.297]","[[39.45, -37.431, 36.291], [39.493, -37.4, 36.303]]"
5885189_5_3_void.stl,NO,,,
5803369_7_7_void.stl,YES,1,"[-3.795, -14.35, 5.098]","[[-5.256, -18.696, 0.753], [-2.339, -10.002, 9.446]]"
5821076_1_4_void.stl,NO,,,
5783959_1_2_void.stl,YES,1,"[-2.929, 1.679, 11.112]","[[-2.99, 1.614, 10.922], [-2.872, 1.751, 11.245]]"
5783959_1_2_void.stl,YES,2,"[10.031, 1.857, 10.902]","[[9.853, 1.656, 10.214], [10.246, 2.121, 11.298]]"
5805749_1_6_void.stl,YES,1,"[33.298, 22.491, 5.225]","[[33.256, 22.46, 5.221], [33.34, 22.522, 5.229]]"
5805749_1_6_void.stl,YES,2,"[6.262, 17.749, 2.294]","[[6.262, 17.749, 2.294], [6.263, 17.75, 2.294]]"
5805749_1_6_void.stl,YES,3,"[30.628, 10.637, 1.108]","[[29.312, 9.917, 0.921], [31.944, 11.357, 1.295]]"
5805749_1_6_void.stl,YES,4,"[30.008, 9.338, 1.602]","[[28.078, 8.009, 1.427], [31.938, 10.666, 1.777]]"
5911816_3_2_void.stl,YES,1,"[20.372, -0.769, 4.171]","[[15.597, -1.62, 3.535], [25.148, 0.082, 4.807]]"
5911816_3_2_void.stl,YES,2,"[20.691, 2.039, 1.429]","[[20.435, 2.003, 1.388], [20.947, 2.075, 1.469]]"
5911816_3_2_void.stl,YES,3,"[23.573, -4.334, 5.273]","[[23.091, -4.445, 5.051], [24.054, -4.223, 5.496]]"
5911816_3_2_void.stl,YES,4,"[18.91, -3.006, 3.143]","[[13.68, -3.708, 1.777], [24.139, -2.304, 4.51]]"
5853274_1_7_void.stl,YES,1,"[54.41, -21.789, 1.872]","[[54.404, -21.794, 1.869], [54.416, -21.784, 1.874]]"
